Date,Time,SO2,NO,NO2,NOX,CO,O3,PM25,PM10,Temperature,RH,Solar Rad,BP,Rain
2018-01-01,15,18.08,,,,,,103.43,203.57,24.76,54.95,160.82,1009.44,0.02
2018-01-01,16,17.56,,,,,,126.99,245.2,24.19,58.15,100.78,1009.24,
2018-01-01,17,18.23,,,,,,127.29,276.57,23.7,59.78,47.93,1009.17,
2018-01-01,18,20.38,,,,,,147.61,324.26,22.8,65.5,11.18,1009.53,
2018-01-01,19,19.33,,,,,,187.26,425.8,22.03,69.01,8.45,1009.99,
2018-01-01,20,18.77,,,,,,203.85,409.83,21.72,67.74,8.56,1010.39,
2018-01-01,21,18.95,,,,,,194.94,396.88,21.13,69.94,8.21,1010.45,
2018-01-01,22,19.05,,,,,,261.71,475.23,21.41,69.96,8.36,1010.69,
2018-01-01,23,15.44,,,,,,434.1,745.5,20.72,71.62,8.24,1010.65,
2018-01-01,0,11.11,,,,,,245.89,379.51,20.15,71.85,8.14,1010.58,
2018-02-01,1,16.46,,,,,,173.93,258.62,19.83,77.62,8.1,1010.38,
2018-02-01,2,16.57,,,,,,169.35,228.45,19.65,80.64,7.96,1010.12,
2018-02-01,3,16.17,,,,,,192.52,264.35,19.28,81.63,8.1,1009.56,
2018-02-01,4,16.14,,,,,,159.85,211.81,18.55,83.78,8.08,1008.97,
2018-02-01,5,15.69,,,,,,149.84,196.85,18.02,85.78,8.17,1008.68,
2018-02-01,6,15.61,,,,,,139.22,185.26,17.62,87.5,8.09,1008.83,
2018-02-01,7,16.21,,,,,,154.09,206.02,17.03,90.51,10.16,1009.49,
2018-02-01,8,16.24,,,,,,159.91,208.02,17.28,89.66,52.12,1010.57,
2018-02-01,9,16.71,,,,,,154.26,210.07,18.13,85.39,137.71,1011.3,
2018-02-01,10,15.47,,,,,,164,216,20.14,77.38,244.89,1012,
2018-02-01,11,16.14,,,,,,,,22.4,68.13,452.92,1011.66,
2018-02-01,12,19.06,,,,,,155.59,235.5,24.75,58.5,489.47,1010.91,
2018-02-01,13,18.12,,,,,,136,206,25.35,53.17,432.34,1009.86,
2018-02-01,14,,,,,,,,,,,,,
2018-02-01,15,16.46,,,,,,,,25.68,52.76,219.05,1007.94,
2018-02-01,16,19.75,,,,,,119.83,220.16,24.93,57.27,106.66,1007.88,
2018-02-01,17,19.42,,,,,,113.63,227.05,23.75,63.31,62.22,1008.07,
2018-02-01,18,20.93,,,,,,138.33,229.21,22.28,70.3,10.11,1008.32,
2018-02-01,19,20.62,,,,,,152.18,239.02,21.13,77.72,8.03,1008.79,
2018-02-01,20,20.28,,,,,,196.81,282.98,20.06,83.08,7.95,1009.95,0.02
2018-02-01,21,20.82,,,,,,225.78,320.12,18.37,87.46,7.74,1010.88,0.02
2018-02-01,22,20.69,,,,,,177.08,243.73,17.44,90.08,8.25,1011.39,
2018-02-01,23,16.31,,,,,,140.83,192.58,17.03,89.99,8.1,1011.43,
2018-02-01,0,15.06,,,,,,133.9,175.19,16.98,88.63,8.08,1011.23,
2018-03-01,1,17.65,,,,,,130.23,182.93,16.98,87.07,8.12,1010.88,
2018-03-01,2,17.25,,,,,,139.28,180.21,16.51,87.59,8.1,1010.53,
2018-03-01,3,16.75,,,,,,150.2,189.42,16.01,88.97,8.04,1010.18,
2018-03-01,4,15.79,,,,,,157.95,206.6,15.35,89.71,7.98,1010.14,
2018-03-01,5,14.74,,,,,,156.1,190.32,14.77,88.78,8,1010.01,
2018-03-01,6,15.83,,,,,,160.06,202.95,14.26,89.01,8.09,1010.2,
2018-03-01,7,15.36,,,,,,163.82,200.91,14.14,86.64,12.02,1010.75,
2018-03-01,8,14.93,,,,,,157.44,197.61,14.55,80.5,78.19,1011.61,0.02
2018-03-01,9,14.75,,,,,,173.85,222.31,16.33,70.61,254.97,1012.17,
2018-03-01,10,15.08,,,,,,167.48,229.95,18.57,58.6,434.51,1012.52,
2018-03-01,11,14.64,,,,,,144.53,200.34,20.63,48.42,568.14,1012.21,
2018-03-01,12,13.84,,,,,,127.18,184.9,22.62,41.4,585.5,1011.45,0.02
2018-03-01,13,13.71,,,,,,170.96,235.91,23.85,37.54,524.03,1010.42,0.02
2018-03-01,14,13.53,,,,,,94.93,179.36,24.75,35.95,441.07,1009.53,0.02
2018-03-01,15,13.39,,,,,,91.98,215.33,25.03,36.26,291.36,1008.92,0.02
2018-03-01,16,13.28,,,,,,91.49,169.42,23.95,39.58,165.23,1008.81,
2018-03-01,17,12.74,,,,,,108,184,22.42,51.65,58.93,1009.05,0.02
2018-03-01,18,13.8,,,,,,,,20.49,54.45,10.47,1009.74,0.02
2018-03-01,19,16.16,,,,,,146.73,291.47,19.48,48.16,8.17,1010.67,
2018-03-01,20,15.39,,,,,,176.58,273.67,18.61,55.4,8.53,1011.85,
2018-03-01,21,14.63,,,,,,237.56,469.63,17.89,59.65,8.38,1012.61,
2018-03-01,22,14.61,,,,,,218.98,449.35,17.17,58.14,8.28,1013.18,
2018-03-01,23,13.26,,,,,,140.33,212.19,16.35,63.92,8.13,1013.5,
2018-03-01,0,10.32,,,,,,153.45,220.67,15.92,66.37,8.06,1013.57,0.02
2018-04-01,1,13.17,,,,,,174,243.98,15.34,70.14,8,1013.96,
2018-04-01,2,13.51,,,,,,173.94,242.36,14.52,74.87,7.85,1014.09,
2018-04-01,3,13.05,,,,,,170.39,220.48,13.8,77.81,7.92,1013.86,
2018-04-01,4,13.27,,,,,,149.8,199.98,13.2,81.45,7.94,1013.63,
2018-04-01,5,13.17,,,,,,143.32,199.25,12.81,83.66,8.22,1013.93,
2018-04-01,6,13.23,,,,,,153.12,207.95,12.68,83.98,7.91,1014.12,0.02
2018-04-01,7,13.42,,,,,,157.61,206.68,12.3,86.03,11.75,1014.48,
2018-04-01,8,12.74,,,,,,178.09,233.25,12.91,84.89,74.55,1015.16,
2018-04-01,9,13.02,,,,,,181.15,243.1,14.02,81.06,220.61,1016.15,
2018-04-01,10,18.03,,,,,,186,247,16.63,70.45,384.86,1016.52,
2018-04-01,11,11.19,,,,,,,,18.02,60.76,519.47,1015.94,
2018-04-01,12,14.22,,,,,,153.91,230.44,19.36,52.81,533.04,1014.9,
2018-04-01,13,,,,,,,,,,,,,
2018-04-01,14,,,,,,,,,,,,,
2018-04-01,15,17.2,,,,,,,,20.35,54.25,225.14,1011.96,
2018-04-01,16,10,,,,,,,,19.91,53.84,150.51,1011.4,0.02
2018-04-01,17,12.47,,,,,,,,18.89,62.48,57.36,1011.26,
2018-04-01,18,15.29,,,,,,165.05,243.23,17.16,73.75,10.61,1011.73,
2018-04-01,19,14.19,,,,,,200.45,291.14,15.89,77.61,7.88,1012.15,0.02
2018-04-01,20,14.17,,,,,,214.51,296.58,15.11,78.57,7.91,1012.96,
2018-04-01,21,14.36,,,,,,230.78,317.6,14.59,81.34,8.04,1013.63,
2018-04-01,22,14.54,,,,,,256.33,339.03,14.28,83.08,7.98,1013.9,
2018-04-01,23,13.54,,,,,,233.57,302.6,13.92,85.6,8.19,1013.7,
2018-04-01,0,12.86,,,,,,219.91,286.79,13.68,87.37,8.09,1013.49,
2018-05-01,1,14.31,,,,,,216.33,278.3,13.47,87.92,8.29,1013.41,
2018-05-01,2,14.13,,,,,,193.97,251,13.07,89.85,8.23,1012.82,
2018-05-01,3,14.08,,,,,,193,251.08,12.68,91.98,8.02,1012.28,
2018-05-01,4,14.23,,,,,,192.88,253.92,12.35,93.06,8.01,1012.02,
2018-05-01,5,13.6,,,,,,188.45,250.25,11.89,94.43,8.45,1012.03,
2018-05-01,6,14.08,,,,,,169.24,214.48,11.69,95.83,8.23,1012.07,
2018-05-01,7,14.26,,,,,,143.65,194.35,11.66,96.27,9.81,1012.4,
2018-05-01,8,14.13,,,,,,131.74,170.16,11.97,96.6,35.64,1013.13,0.02
2018-05-01,9,13.9,,,,,,124.16,178.1,12.5,96.66,78.35,1013.92,
2018-05-01,10,13.87,,,,,,163,260,13.14,96.34,139.64,1014.32,
2018-05-01,11,11.58,,,,,,,,14.75,92.19,281.44,1013.96,
2018-05-01,12,14.94,,,,,,230.57,328.67,16.86,81.12,416.45,1013.44,
2018-05-01,13,14.12,,,,,,216.53,278.54,18.45,74.63,472.1,1012.33,0.02
2018-05-01,14,13.28,,,,,,197.61,259.51,20.33,67.46,411.8,1011.03,
2018-05-01,15,13.39,,,,,,182.3,239.07,22.01,59.37,295.36,1010.06,
2018-05-01,16,13.02,,,,,,154.39,201.97,22.47,55.12,181.47,1009.59,0.02
2018-05-01,17,13.76,,,,,,133.39,200.48,21.46,56.64,62.15,1009.4,
2018-05-01,18,16.11,,,,,,113,180,19.43,67.08,9.91,1009.64,
2018-05-01,19,13.52,,,,,,,,18.64,75.25,8.21,1010.01,
2018-05-01,20,16.09,,,,,,317.01,428.53,18.01,80.65,8.4,1010.81,
2018-05-01,21,16.37,,,,,,370.97,580.14,17.28,84.54,8.4,1011,
2018-05-01,22,15.84,,,,,,368.86,544.74,17.01,85.74,8.4,1011.42,
2018-05-01,23,14.73,,,,,,318.53,434.9,16.35,88.48,8,1011.49,
2018-05-01,0,13.13,,,,,,300.99,389.43,15.81,90.17,8.27,1011.39,
2018-06-01,1,14.36,,,,,,233.22,287.97,15.29,90.58,8.07,1011.12,
2018-06-01,2,14.67,,,,,,206.36,251.48,14.62,91.31,8.19,1011.02,
2018-06-01,3,14.75,,,,,,186,231.73,14.2,92.28,8.18,1010.79,
2018-06-01,4,14.53,,,,,,186.06,221.08,13.81,92.85,8.21,1010.62,
2018-06-01,5,14.2,,,,,,188.15,224.03,13.43,92.86,8.11,1010.57,
2018-06-01,6,14.19,,,,,,192.36,224.76,13.05,93.65,8.09,1010.86,
2018-06-01,7,14.04,,,,,,170.8,215.93,12.78,94.06,12.1,1011.29,
2018-06-01,8,13.99,,,,,,164.15,213.44,13.31,92.5,83.38,1012.1,
2018-06-01,9,13.79,,,,,,169.09,236.89,15.78,82.64,253.77,1012.93,
2018-06-01,10,13.53,,,,,,172.2,233.58,17.9,70,439.87,1013.43,
2018-06-01,11,13.32,,,,,,177.38,253.67,20.26,58.55,574.93,1013.13,
2018-06-01,12,13.29,,,,,,124.52,174.9,21.87,46.69,619.41,1012.36,
2018-06-01,13,13.71,,,,,,75.03,132,22.41,39.86,548.68,1011.49,0.03
2018-06-01,14,13.05,,,,,,75.71,131.97,22.98,35.53,465.88,1010.53,0.02
2018-06-01,15,12.97,,,,,,65.94,131.13,23.58,35.11,310.66,1009.98,
2018-06-01,16,12.57,,,,,,64.17,135.5,23.1,36.83,191.22,1009.62,
2018-06-01,17,11.92,,,,,,70.26,117.69,21.96,39.06,75.74,1009.47,
2018-06-01,18,13.13,,,,,,79.81,144.12,19.69,46.76,11.7,1009.84,
2018-06-01,19,12.95,,,,,,143.73,267.6,18.21,50.67,8.41,1010.37,
2018-06-01,20,13.05,,,,,,168.2,368.85,17.06,53.98,8.15,1011.14,
2018-06-01,21,13.51,,,,,,173.81,359.23,15.92,56.98,7.99,1011.78,
2018-06-01,22,13.45,,,,,,134.3,212.42,15.36,59.02,8.07,1012.28,
2018-06-01,23,13.35,,,,,,142.52,227.17,14.99,58.49,8.17,1012.42,
2018-06-01,0,12.06,,,,,,128.86,234.03,14.72,60.33,7.89,1012.47,
2018-07-01,1,12.84,,,,,,159.03,272.43,13.75,66.94,8.23,1012.27,
2018-07-01,2,13.03,,,,,,160.31,220.67,13.1,73.99,8.03,1012.04,
2018-07-01,3,13.28,,,,,,170.49,244.38,12.18,81.15,8.09,1011.82,
2018-07-01,4,12.78,,,,,,186.48,257.33,11.84,85.37,8,1011.78,
2018-07-01,5,11.8,,,,,,201.26,269.06,11.46,87.69,8.07,1012.06,
2018-07-01,6,12.36,,,,,,209.8,273.44,11.21,89.34,8.23,1012.44,
2018-07-01,7,12.76,,,,,,235.25,360.9,11.13,90.25,11.92,1013.06,
2018-07-01,8,13.3,,,,,,274.36,423.46,11.77,84.01,77.46,1013.95,0.02
2018-07-01,9,13.18,,,,,,253.63,371.03,12.95,78.02,235.48,1014.84,
2018-07-01,10,13.03,,,,,,241.45,336.01,12.05,80.91,343.76,1015.59,0.02
2018-07-01,11,14.34,,,,,,223.14,282.03,12.5,79.39,472.45,1015.49,
2018-07-01,12,14.55,,,,,,196.58,248.53,16.17,64.25,563.73,1014.65,
2018-07-01,13,13.13,,,,,,214.04,267,17.61,55.59,528.77,1013.68,0.02
2018-07-01,14,12.83,,,,,,168.09,,19.09,51.85,450.2,1012.69,0.02
2018-07-01,15,12.95,,,,,,171.91,249.83,19.73,48.36,293.52,1011.88,
2018-07-01,16,13.18,,,,,,167.51,240.51,19.87,47.33,170.51,1011.36,
2018-07-01,17,12.88,,,,,,146.11,224.23,18.93,51.56,67.36,1011.29,
2018-07-01,18,13.41,,,,,,151.73,233.89,17.32,58.04,11.57,1011.8,0.02
2018-07-01,19,11.83,,,,,,185.34,299.92,16.19,58.06,7.59,1012.48,
2018-07-01,20,12.36,,,,,,199.38,295.42,14.99,59.62,7.87,1013.72,
2018-07-01,21,12.62,,,,,,171,240.13,13.9,67.1,8.05,1014.44,
2018-07-01,22,12.46,,,,,,171.9,246.35,13.26,72.56,8,1014.76,
2018-07-01,23,12.33,,,,,,203.69,301.15,12.81,77.88,7.98,1014.71,
2018-07-01,0,12.01,,,,,,259.02,379.35,12.53,78.84,7.57,1014.71,
2018-08-01,1,12.01,,,,,,226.93,316.83,11.96,78.55,7.95,1014.56,
2018-08-01,2,12.14,,,,,,192.58,269.93,11.91,76.25,7.92,1014.39,
2018-08-01,3,11.6,,,,,,179.82,229.9,11.31,80.01,8.13,1014.07,
2018-08-01,4,11.4,,,,,,174.47,226.39,11.16,81.18,7.75,1013.91,
2018-08-01,5,11.7,,,,,,190.34,240.52,10.84,81.89,7.74,1013.71,0.02
2018-08-01,6,10.9,,,,,,201.38,256.19,10.15,83.87,7.99,1014.3,
2018-08-01,7,12.17,,,,,,213.42,262.78,9.6,85.86,11.94,1014.86,
2018-08-01,8,11.37,,,,,,194.64,256.64,9.71,86.68,76.12,1015.69,
2018-08-01,9,11.18,,,,,,216.99,316.47,10.64,85.41,214.21,1016.62,
2018-08-01,10,11.38,,,,,,249.01,400.65,11.03,82.81,247.83,1017.22,
2018-08-01,11,10.92,,,,,,216.52,308.86,10.39,84.73,226.57,1017.11,
2018-08-01,12,11.91,,,,,,234,304,12.61,76.71,508.56,1016.19,0.02
2018-08-01,13,12.22,,,,,,197.61,261.62,14.78,68.54,508.06,1015.12,0.02
2018-08-01,14,10.67,,,,,,188.6,253.88,16.35,62.55,440.45,1014.11,0.02
2018-08-01,15,10.85,,,,,,176.45,249.33,17.43,58.26,305.08,1013.8,0.02
2018-08-01,16,10.88,,,,,,157.74,222.7,18.06,56,188.03,1013.54,
2018-08-01,17,10.42,,,,,,148.97,211.18,17.42,59.25,70.23,1013.64,
2018-08-01,18,10.87,,,,,,148.87,220.08,15.93,65.5,11.86,1014.07,
2018-08-01,19,11.14,,,,,,180.2,301.88,15.12,69.51,7.96,1014.83,
2018-08-01,20,11.45,,,,,,249.07,334.88,13.94,73.6,7.99,1015.56,
2018-08-01,21,11.57,,,,,,218.82,291.9,13.65,75.45,7.97,1016.19,
2018-08-01,22,11.7,,,,,,247.9,333.57,13.55,79.35,8.14,1016.5,
2018-08-01,23,11.45,,,,,,379.5,586.42,13.16,84.94,8.33,1016.39,
2018-08-01,0,11.13,,,,,,445.75,780.36,12.36,87.39,8.19,1015.98,
2018-09-01,1,12.34,,,,,,331.24,494.68,12.14,86.08,8.2,1015.76,
2018-09-01,2,12.51,,,,,,303.6,438.83,11.8,86.1,8.17,1015.74,
2018-09-01,3,12.6,,,,,,230.65,292.31,11.49,86.43,8.09,1015.69,
2018-09-01,4,13.26,,,,,,219.04,267,11.06,88.14,7.99,1015.47,
2018-09-01,5,13.21,,,,,,189.94,232.21,10.71,89.66,8.01,1015.41,
2018-09-01,6,13.03,,,,,,188.26,239.28,10.33,90.98,8.33,1015.68,
2018-09-01,7,12.54,,,,,,196.18,249.14,10.16,91.63,11.77,1016.04,
2018-09-01,8,12.54,,,,,,202.12,254.55,10.75,90.72,74.61,1016.82,
2018-09-01,9,12.3,,,,,,206.4,273.76,13.24,82.27,227.02,1017.76,
2018-09-01,10,13.1,,,,,,219.86,305.52,15.68,73.92,382.68,1018.16,
2018-09-01,11,13.04,,,,,,246.21,322.5,18.75,65.44,481.88,1017.68,
2018-09-01,12,12.48,,,,,,219.24,302.56,20.66,56.94,511.58,1016.59,
2018-09-01,13,12.45,,,,,,165.8,219.75,21.4,53.19,444.38,1015.33,0.02
2018-09-01,14,13.41,,,,,,154.98,209.78,22.5,45.99,415.86,1014.31,
2018-09-01,15,13.96,,,,,,107.59,166.03,23.07,41.11,293.64,1013.6,0.02
2018-09-01,16,14.26,,,,,,89.17,132.78,22.77,43.19,166.9,1013.28,
2018-09-01,17,13.32,,,,,,97.34,160.47,21.75,48.83,62.28,1012.91,
2018-09-01,18,12.27,,,,,,113.15,179.11,19.95,55.7,11.61,1013.09,
2018-09-01,19,10.91,,,,,,166.49,282.91,18.72,59.68,7.9,1013.76,
2018-09-01,20,12.29,,,,,,189.58,281.44,17.83,63.83,8.06,1014.63,
2018-09-01,21,12.45,,,,,,218.07,338.57,16.95,68.74,8.22,1015.52,
2018-09-01,22,12.5,,,,,,313,555.5,16.46,68.42,8.1,1016.26,
2018-09-01,23,13.53,,,,,,283.47,468.31,15.95,68.22,7.94,1016.56,
2018-09-01,0,13.88,,,,,,258.55,337.65,15.2,71.4,8,1016.16,
2018-10-01,1,13.54,,,,,,236.7,290.25,14.72,73.11,8.02,1016.11,
2018-10-01,2,13.61,,,,,,176.91,230.69,14.27,76.46,8.01,1015.87,
2018-10-01,3,13.53,,,,,,173.34,220.67,13.69,80.33,8.05,1015.58,
2018-10-01,4,13.35,,,,,,188.54,244.5,13.29,82.91,8.06,1015.39,
2018-10-01,5,12.8,,,,,,208.2,262.8,12.89,85.26,8.24,1015.37,
2018-10-01,6,12.51,,,,,,216.33,284.65,12.35,87.36,8.09,1015.73,
2018-10-01,7,13.06,,,,,,229.26,275.87,12.24,87.8,11.61,1016.29,
2018-10-01,8,12.91,,,,,,239.98,303.04,12.42,87.97,68,1017.06,
2018-10-01,9,12.77,,,,,,278.03,382.48,13.94,82.46,208.02,1017.9,
2018-10-01,10,12.75,,,,,,278.53,366.81,15.95,74.43,358.99,1018.15,
2018-10-01,11,12.35,,,,,,260.03,335.73,17.98,66.32,449.26,1017.62,0.02
2018-10-01,12,11.5,,,,,,260.62,354.53,19.39,58.44,482.64,1016.57,0.02
2018-10-01,13,13.1,,,,,,246.47,336.53,20.45,48.43,465.92,1015.13,0.02
2018-10-01,14,13.41,,,,,,191.63,275.35,21.08,43.75,402.11,1014.05,0.02
2018-10-01,15,13.5,,,,,,146.12,213.97,21.7,42.64,273.39,1013.45,0.02
2018-10-01,16,12.77,,,,,,149.97,213.39,21.5,43.02,167.97,1013.24,0.02
2018-10-01,17,13.71,,,,,,149.09,228.65,20.63,45.91,66.52,1013.26,
2018-10-01,18,12.23,,,,,,153.77,256.78,19.04,53.56,11.82,1013.44,
2018-10-01,19,10.91,,,,,,213.99,364.68,18.08,58.77,7.78,1013.95,
2018-10-01,20,12.28,,,,,,247.96,344.68,17.19,63.27,8.18,1014.8,
2018-10-01,21,12.62,,,,,,279.91,370.88,16.14,71.3,8,1015.34,
2018-10-01,22,13.26,,,,,,276.71,365.93,15.46,75.63,8.21,1015.65,
2018-10-01,23,13.4,,,,,,266.7,362.55,14.89,78.6,8.22,1016.15,
2018-10-01,0,13.5,,,,,,256.26,344.14,14.33,81.5,8.13,1015.93,
2018-11-01,1,,,,,,,222.09,301.84,13.71,84.92,8.15,1015.47,
2018-11-01,2,,,,,,,225.43,296.75,13.21,87.48,8.19,1015.14,
2018-11-01,3,,,,,,,240.95,328.35,13.09,87.9,8.29,1014.98,
2018-11-01,4,,,,,,,302.33,419.22,12.38,90.92,7.99,1014.6,
2018-11-01,5,,,,,,,280,391.94,11.4,93.94,8.17,1014.47,
2018-11-01,6,,,,,,,278.49,388.5,11.08,95.4,8.27,1014.73,
2018-11-01,7,,,,,,,227.94,329.42,11.02,96.22,10.69,1015.21,
2018-11-01,8,,,,,,,225.91,308.84,11.05,96.52,27.83,1015.91,
2018-11-01,9,,,,,,,222.51,302.36,10.91,96.82,72.23,1016.71,
2018-11-01,10,,,,,,,207.51,283.68,11.77,96.63,195.73,1017.09,
2018-11-01,11,13.93,,,,,,258.49,387.32,13.24,94.81,377.41,1016.67,
2018-11-01,12,13.79,,,,,,276.25,355.37,14.38,91.26,370.56,1015.69,0.02
2018-11-01,13,14.03,,,,,,316.35,424.51,14.81,79.3,419.37,1014.43,0.02
2018-11-01,14,13.98,,,,,,253.65,360.14,16.01,72.79,371.38,1013.41,0.02
2018-11-01,15,13.88,,,,,,201,281.15,17.37,67.16,264.28,1012.73,
2018-11-01,16,12.29,,,,,,,246.12,17.5,67.37,152.14,1012.47,0.02
2018-11-01,17,12.75,,,,,,197.26,251.6,16.62,71.32,56.58,1012.33,
2018-11-01,18,12.56,,,,,,214.94,277.39,15.43,75.61,12.31,1012.63,
2018-11-01,19,12.87,,,,,,214.16,292.95,14.47,80.18,7.8,1013.18,
2018-11-01,20,13.25,,,,,,253.96,330.98,13.69,83.45,8,1013.82,
2018-11-01,21,13.47,,,,,,282.75,361.78,13.21,86.35,7.92,1014.33,
2018-11-01,22,13.31,,,,,,274.3,352.64,13.01,87,8.03,1014.91,
2018-11-01,23,13.32,,,,,,253.46,340.94,12.56,88.39,8.07,1014.64,
2018-11-01,0,13.79,,,,,,266.94,373.85,12.28,89.94,8.06,1014.28,
2018-12-01,1,13.53,,,,,,264.2,367.17,12.02,90.77,8.24,1013.93,
2018-12-01,2,13.75,,,,,,239.74,337.36,11.85,91.44,8.2,1013.65,
2018-12-01,3,12.57,,,,,,231.6,314.19,12.1,91.32,8.09,1013.23,
2018-12-01,4,13.9,,,,,,218.3,285.36,12.13,90.4,8.26,1012.88,
2018-12-01,5,13.68,,,,,,197.03,262.89,12.2,90.29,8.06,1013.01,
2018-12-01,6,12.92,,,,,,199.96,262.66,11.92,91.1,8.34,1013.45,
2018-12-01,7,13.41,,,,,,260.98,382.09,9.95,94.48,9.92,1014.03,
2018-12-01,8,12.95,,,,,,229.85,285.22,9.45,96.2,39.58,1014.95,
2018-12-01,9,13.08,,,,,,227.26,296.33,10.46,96.29,94.01,1015.92,0.02
2018-12-01,10,13.52,,,,,,296.85,410.64,10.49,96.38,111.99,1016.64,
2018-12-01,11,13.07,,,,,,231.74,328.74,11.97,95.6,270.4,1016.26,0.02
2018-12-01,12,13.32,,,,,,254.03,351.06,15.75,80.13,413.68,1015.23,0.02
2018-12-01,13,13.19,,,,,,254.04,350.91,17.84,68.68,382.3,1014.06,
2018-12-01,14,12.98,,,,,,208.13,280.83,19.63,61.38,330.6,1012.69,
2018-12-01,15,12.49,,,,,,213.45,274.68,20.46,59.23,222.1,1011.82,
2018-12-01,16,13.25,,,,,,187.6,263.3,20.75,58.81,139.96,1011.55,
2018-12-01,17,12.4,,,,,,169.98,239.89,19.93,63.37,52.07,1011.63,
2018-12-01,18,12.29,,,,,,169.58,237.79,18.54,70.02,11.08,1011.93,
2018-12-01,19,11.75,,,,,,196.92,292.67,17.17,75.63,8.17,1012.66,
2018-12-01,20,12.44,,,,,,239.53,316.83,16.06,80.39,8.12,1013.48,
2018-12-01,21,12.34,,,,,,263.24,345.37,15.15,83.54,8.26,1014.13,
2018-12-01,22,13.06,,,,,,237.56,321.27,14.72,85.43,8.1,1014.38,
2018-12-01,23,13.78,,,,,,222.81,293.28,14.06,87.74,7.96,1014.51,
2018-12-01,0,14.27,,,,,,214.26,270.43,13.43,89.43,7.92,1014.15,
13/01/2018,1,14.54,,,,,,225.87,315.31,13.2,91.01,8.16,1013.89,
13/01/2018,2,14.46,,,,,,221.47,292.18,13.59,91.06,8.32,1013.61,
13/01/2018,3,15.23,,,,,,267.14,339.1,13.3,91.4,8.32,1013.38,
13/01/2018,4,14.28,,,,,,301.8,535.5,12.89,93.06,8.31,1013.41,
13/01/2018,5,15.15,,,,,,295.81,437.58,12.39,94.09,8.16,1013.57,
13/01/2018,6,15.3,,,,,,322.43,420.7,12.06,95.45,8.22,1013.85,
13/01/2018,7,15.53,,,,,,300.46,410.95,12.69,95.69,9.72,1014.23,
13/01/2018,8,15.71,,,,,,359.07,488.86,12.98,95,33.51,1015.1,
13/01/2018,9,14.92,,,,,,,841.22,12.92,95.39,84.09,1015.87,
13/01/2018,10,15.3,,,,,,324.06,460.6,15.18,89.45,221.36,1016.03,
13/01/2018,11,15.47,,,,,,233.9,332.89,17.13,74.4,320.16,1015.42,0.02
13/01/2018,12,14.72,,,,,,230.82,294.08,18.58,67.8,346.55,1014.4,0.02
13/01/2018,13,15.16,,,,,,225.03,297.43,19.68,64.46,329.46,1013.14,
13/01/2018,14,14.64,,,,,,226.09,314.95,20.23,62.19,265.72,1011.94,
13/01/2018,15,14.38,,,,,,229.17,313.1,20.52,62.3,173.03,1011.08,
13/01/2018,16,15.3,,,,,,235.03,317.03,20.23,65.22,93.81,1010.89,
13/01/2018,17,11.84,,,,,,237.08,319.95,19.47,70.82,38.74,1010.93,
13/01/2018,18,12.43,,,,,,274.22,397.93,17.65,80,10.38,1011.5,
13/01/2018,19,13.1,,,,,,313.37,469.97,16.17,85.98,8.02,1012.21,
13/01/2018,20,13.55,,,,,,260.13,358.62,15.81,87.77,8.34,1012.82,
13/01/2018,21,13.69,,,,,,297.24,418.16,15.58,87.38,8.15,1013.52,
13/01/2018,22,13.75,,,,,,272.03,361.21,15.08,89.14,8.1,1014,
13/01/2018,23,12.72,,,,,,273.55,369.6,14.94,89.57,8.17,1014.11,
13/01/2018,0,14.66,,,,,,292.33,392.3,14.7,90.27,8.33,1013.79,
14/01/2018,1,15.5,,,,,,303.24,404.4,14.35,92.17,8.15,1013.61,
14/01/2018,2,15.61,,,,,,314.78,421.1,14.3,93.09,8.17,1013.66,
14/01/2018,3,16.48,,,,,,343.91,460.94,14.25,92.34,8.17,1013.56,
14/01/2018,4,17.37,,,,,,439.66,557.14,14.07,92.13,8.17,1013.15,
14/01/2018,5,18.81,,,,,,393.37,486.58,13.91,91.92,8,1013.11,
14/01/2018,6,18.31,,,,,,338.83,436.9,13.68,92.56,8.08,1013.48,
14/01/2018,7,18.11,,,,,,333.76,433.81,13.31,93.39,10.05,1014.26,
14/01/2018,8,18.1,,,,,,362.89,460.31,13.41,93.48,41.59,1015.05,
14/01/2018,9,18.75,,,,,,295.87,401.87,13.9,91.72,107.73,1015.86,
14/01/2018,10,18.77,,,,,,324.8,428.97,13.54,92.6,122.57,1016.25,
14/01/2018,11,17.99,,,,,,312.75,391.17,14.19,91.65,125.06,1015.97,
14/01/2018,12,18.36,,,,,,274.61,330.14,15.38,89.62,160.85,1015,
14/01/2018,13,17.95,,,,,,260.89,334.62,17.9,79.37,290.47,1013.67,
14/01/2018,14,17.12,,,,,,255.1,320.87,18.18,77.46,255.07,1012.72,0.02
14/01/2018,15,16.43,,,,,,214.02,282.67,17.64,80.35,157.84,1012.16,0.02
14/01/2018,16,15.48,,,,,,214.74,270.75,16.91,83.87,68.24,1012,
14/01/2018,17,15.78,,,,,,203.02,260,16.42,85.64,32.98,1011.76,
14/01/2018,18,14.82,,,,,,203.94,259.97,15.64,88.6,9.87,1012.23,
14/01/2018,19,14.3,,,,,,201.61,259.72,15.14,90.02,7.96,1012.71,
14/01/2018,20,13.75,,,,,,228.79,285.22,14.89,90.38,8.09,1013.45,
14/01/2018,21,13.12,,,,,,262.09,327.9,14.33,90.71,8.22,1014.18,
